/* DATA DESCRIPTION:
Citation:	Rasmussen, Sune Olander; Svensson, Anders M; Vinther, Bo Møllesøe (2022): Greenland NGRIP2 Ice-Core annual layer markings [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.943194, 
1678.757	2
1678.770	1
1678.789	1
1678.822	1
1678.847	1
1678.869	1
1678.887	1
1678.916	1
1678.945	1
1678.961	1
1678.981	1
1679.003	1
1679.033	1
1679.052	3
1679.066	1
1679.088	1
1679.114	1
1679.141	1
1679.163	1
1679.194	1
1679.209	1
1679.221	1
1679.247	1
1679.279	1
1679.311	1
1679.338	1
1679.364	1
1679.383	2
1679.399	1
1679.428	1
1679.445	1
1679.471	1
1679.503	1
1679.522	1
1679.546	1
1679.579	1
1679.607	1
1679.622	1
1679.641	1
1679.657	1
1679.674	1
1679.692	1
1679.718	1
1679.735	1
1679.752	1
1679.773	1
1679.790	1
1679.811	3
1679.824	1
1679.847	1
1679.866	1
1679.888	1
1679.906	1
1679.925	1
1679.940	2
1679.953	1
1679.980	1
1680.011	1
1680.030	1
1680.045	1
1680.075	1
1680.102	1
1680.119	1
1680.137	1
1680.154	1
1680.180	1
1680.198	1
1680.218	3
1680.227	1
1680.245	1
1680.269	1
1680.296	1
1680.315	1
1680.333	1
1680.350	2
1680.364	1
1680.380	1
1680.402	1
1680.429	1
1680.452	1
1680.474	1
1680.504	1
1680.518	3
1680.541	1
1680.560	1
1680.581	1
1680.603	1
1680.641	1
1680.677	1
1680.692	1
1680.709	1
1680.741	1
1680.757	1
1680.786	1
1680.804	1
1680.820	1
1680.853	1
1680.867	1
1680.886	1
1680.914	1
1680.929	1
1680.959	1
1680.976	1
1680.991	1
1681.012	1
1681.029	1
1681.054	1
1681.080	1
1681.111	1
1681.137	1
1681.165	1
1681.188	1
1681.206	1
1681.229	1
1681.248	1
1681.263	1
1681.283	1
1681.305	1
1681.330	1
1681.345	1
1681.365	1
1681.390	1
1681.408	1
1681.435	1
1681.450	1
1681.472	1
1681.486	1
1681.519	1
1681.537	1
1681.564	1
1681.585	1
1681.609	1
1681.632	1
1681.661	1
1681.693	1
1681.711	1
1681.729	1
1681.745	1
1681.768	1
1681.791	1
1681.809	1
1681.824	1
1681.845	1
1681.868	1
1681.886	1
1681.906	1
1681.921	2
1681.940	1
1681.961	1
1681.980	1
1682.001	1
1682.016	1
1682.039	1
1682.054	3
1682.067	1
1682.089	1
1682.107	1
1682.136	1
1682.156	1
1682.182	1
1682.210	1
1682.229	1
1682.246	2
1682.260	1
1682.287	1
1682.316	1
1682.341	1
1682.367	1
1682.385	1
1682.401	1
1682.419	3
1682.430	1
1682.451	1
1682.468	1
1682.482	2
1682.494	1
1682.510	1
1682.530	1
1682.549	1
1682.564	1
1682.581	1
1682.605	1
1682.630	1
1682.644	1
1682.667	1
1682.692	1
1682.711	1
1682.728	1
1682.754	1
1682.770	1
1682.795	1
1682.810	1
1682.824	3
1682.837	1
1682.860	1
1682.879	2
1682.895	1
1682.919	1
1682.949	1
1682.972	1
1682.984	1
1683.007	1
1683.024	1
1683.045	1
1683.067	1
1683.094	1
1683.112	1
1683.129	3
1683.151	1
1683.181	1
1683.213	1
1683.232	1
1683.261	1
1683.280	1
1683.306	1
1683.324	1
1683.344	1
1683.367	1
1683.388	1
1683.421	1
1683.438	2
1683.459	1
1683.485	1
1683.506	1
1683.547	1
1683.567	1
1683.589	1
1683.606	1
1683.623	1
1683.643	1
1683.669	1
1683.697	1
1683.720	1
1683.746	1
1683.773	1
1683.794	1
1683.817	1
1683.851	1
1683.884	1
1683.922	1
1683.947	1
1683.964	1
1683.981	3
1683.998	1
1684.028	1
1684.048	1
1684.071	1
1684.101	1
1684.116	1
1684.137	1
1684.161	1
1684.183	1
1684.198	1
1684.229	1
1684.254	2
1684.277	1
1684.299	1
1684.325	1
1684.352	1
1684.372	1
1684.391	1
1684.420	1
1684.450	1
1684.482	1
1684.496	3
1684.521	1
1684.539	1
1684.552	1
1684.585	1
1684.621	1
1684.642	1
1684.676	1
1684.708	1
1684.730	1
1684.746	1
1684.777	1
1684.802	1
1684.815	2
1684.836	1
1684.866	1
1684.882	1
1684.911	1
1684.940	1
1684.966	1
1684.988	1
1685.015	1
1685.031	1
1685.060	1
1685.079	1
1685.101	1
1685.119	1
1685.136	1
1685.167	1
1685.186	1
1685.210	1
1685.234	1
1685.251	1
1685.282	1
1685.307	3
1685.322	1
1685.354	1
1685.390	1
1685.423	1
1685.440	1
1685.458	1
1685.480	1
1685.510	1
1685.525	1
1685.547	1
1685.585	1
1685.605	1
1685.620	1
1685.636	1
1685.660	1
1685.688	1
1685.707	1
1685.740	1
1685.756	1
1685.782	1
1685.809	1
1685.841	1
1685.875	1
1685.891	1
1685.917	1
1685.941	1
1685.975	1
1685.997	1
1686.019	1
1686.037	1
1686.063	1
1686.092	1
1686.108	1
1686.127	2
1686.148	1
1686.175	1
1686.197	1
1686.215	1
1686.234	1
1686.263	1
1686.287	1
1686.328	1
1686.355	1
1686.370	1
1686.395	1
1686.414	1
1686.445	1
1686.469	1
1686.486	1
1686.504	1
1686.532	1
1686.551	1
1686.576	1
1686.601	1
1686.623	1
1686.638	1
1686.656	1
1686.674	1
1686.691	1
1686.707	1
1686.722	3
1686.737	1
1686.760	1
1686.782	1
1686.810	1
1686.844	1
1686.866	1
1686.883	1
1686.898	1
1686.927	1
1686.945	1
1686.966	2
1686.980	1
1686.997	1
1687.018	1
1687.043	1
1687.057	1
1687.079	1
1687.102	1
1687.123	1
1687.135	1
1687.147	3
1687.162	1
1687.181	1
1687.204	1
1687.230	1
1687.256	1
1687.279	1
1687.295	1
1687.310	1
1687.329	1
1687.346	1
1687.372	1
1687.401	1
1687.434	1
1687.469	1
1687.496	1
1687.521	1
1687.540	1
1687.571	1
1687.592	1
1687.617	1
1687.650	1
1687.682	1
1687.714	1
1687.733	1
1687.751	2
1687.769	1
1687.788	1
1687.808	1
1687.830	1
1687.859	1
1687.874	1
1687.891	1
1687.911	1
1687.933	1
1687.962	1
1687.983	1
1688.012	1
1688.034	1
1688.061	1
1688.079	1
1688.111	1
1688.138	1
1688.154	3
1688.177	1
1688.203	1
1688.231	1
1688.253	1
1688.280	1
1688.300	1
1688.327	1
1688.347	1
1688.384	1
1688.401	1
1688.424	1
1688.435	2
1688.452	1
1688.469	1
1688.498	1
1688.514	3
1688.527	1
1688.552	1
1688.575	1
1688.594	1
1688.617	1
1688.639	1
1688.663	1
1688.686	1
1688.703	1
1688.723	1
1688.741	1
1688.765	1
1688.783	1
1688.808	1
1688.835	1
1688.860	1
1688.878	1
1688.898	1
1688.926	1
1688.941	2
1688.962	1
1688.981	1
1689.006	1
1689.028	1
1689.055	1
1689.072	1
1689.094	3
1689.111	1
1689.139	1
1689.159	1
1689.177	1
1689.191	2
1689.207	1
1689.228	1
1689.252	1
1689.274	1
1689.307	1
1689.324	1
1689.343	1
1689.359	1
1689.372	3
1689.388	1
1689.413	1
1689.433	1
1689.454	1
1689.466	1
1689.491	1
1689.512	1
1689.529	1
1689.546	1
1689.569	1
1689.594	1
1689.612	1
1689.630	1
1689.656	1
1689.671	1
1689.695	1
1689.720	1
1689.734	1
1689.753	1
1689.772	1
1689.793	1
1689.810	1
1689.828	1
1689.847	1
1689.882	1
1689.897	1
1689.913	1
1689.934	1
1689.951	1
1689.965	1
1689.993	1
1690.007	2
1690.018	1
1690.036	1
1690.059	1
1690.074	3
1690.092	1
1690.108	1
1690.121	1
1690.137	2
1690.155	1
1690.172	1
1690.196	1
1690.210	1
1690.228	1
1690.245	1
1690.264	1
1690.281	1
1690.301	1
1690.314	1
1690.331	1
1690.357	1
1690.372	1
1690.401	1
1690.428	1
1690.446	1
1690.481	1
1690.497	1
1690.525	1
1690.546	1
1690.562	1
1690.598	3
1690.623	1
1690.643	1
1690.667	1
1690.692	1
1690.713	1
1690.730	1
1690.749	1
1690.772	1
1690.790	1
1690.815	1
1690.845	1
1690.868	1
1690.883	1
1690.916	1
1690.930	1
1690.945	2
1690.958	1
1690.977	1
1690.997	1
1691.023	1
1691.037	3
1691.056	1
1691.071	1
1691.085	1
1691.103	1
1691.125	1
1691.143	2
1691.162	1
1691.179	1
1691.194	1
1691.218	1
1691.235	1
1691.260	1
1691.293	1
1691.317	1
1691.335	1
1691.364	1
1691.392	1
1691.414	1
1691.439	1
1691.466	1
1691.487	1
1691.503	1
1691.527	1
1691.543	1
1691.571	1
1691.592	1
1691.616	1
1691.632	1
1691.648	1
1691.664	1
1691.679	1
1691.707	1
1691.735	1
1691.753	1
1691.776	1
1691.798	1
1691.816	3
1691.835	1
1691.853	1
1691.873	1
1691.892	1
1691.918	1
1691.939	1
1691.954	1
1691.970	2
1691.996	1
1692.014	1
1692.044	1
1692.061	3
1692.073	1
1692.096	1
1692.108	2
1692.128	1
1692.159	1
1692.175	1
1692.189	1
1692.205	1
1692.244	1
1692.269	1
1692.287	1
1692.304	1
1692.328	1
1692.355	1
1692.393	1
1692.415	1
1692.438	1
1692.455	1
1692.475	3
1692.494	1
1692.508	1
1692.532	1
1692.567	1
1692.584	1
1692.605	1
1692.629	1
1692.653	1
1692.669	1
1692.699	1
1692.721	1
1692.741	1
1692.776	1
1692.800	1
1692.828	1
1692.844	2
1692.857	1
1692.871	3
1692.889	1
1692.918	1
1692.934	1
1692.951	2
1692.963	1
1692.983	1
1693.015	1
1693.032	1
1693.049	1
1693.070	1
1693.089	1
1693.108	1
1693.121	3
1693.133	1
1693.147	1
1693.164	1
1693.184	1
1693.202	1
1693.224	2
1693.235	1
1693.264	1
1693.290	1
1693.311	1
1693.324	3
1693.342	1
1693.354	2
1693.382	1
1693.395	1
1693.410	1
1693.426	1
1693.443	1
1693.459	3
1693.480	1
1693.516	1
1693.538	1
1693.570	2
1693.584	1
1693.601	1
1693.628	1
1693.642	1
1693.656	1
1693.671	1
1693.690	1
1693.720	1
1693.742	1
1693.765	1
1693.779	1
1693.803	1
1693.826	1
1693.863	1
1693.883	1
1693.907	1
1693.935	1
1693.952	1
1693.967	1
1693.984	3
1694.002	1
1694.024	1
1694.042	1
1694.057	1
1694.078	1
1694.091	1
1694.105	1
1694.133	1
1694.144	1
1694.165	1
1694.183	1
1694.199	1
1694.214	2
1694.240	1
1694.269	1
1694.293	1
1694.317	1
1694.344	1
1694.365	3
1694.397	1
1694.411	2
1694.435	1
1694.458	1
1694.496	1
1694.512	3
1694.526	1
1694.547	1
1694.565	1
1694.594	1
1694.621	1
1694.642	1
1694.658	2
1694.680	1
1694.700	1
1694.730	1
1694.753	1
1694.780	1
1694.813	3
1694.832	1
1694.854	1
1694.875	1
1694.900	1
1694.916	1
1694.936	1
1694.958	1
1694.978	1
1694.996	1
1695.007	2
1695.022	1
1695.047	1
1695.067	1
1695.089	1
1695.113	1
1695.151	1
1695.177	1
1695.194	3
1695.210	1
1695.227	1
1695.258	1
1695.277	1
1695.302	1
1695.325	2
1695.342	1
1695.355	1
1695.369	1
1695.392	1
1695.414	1
1695.438	1
1695.465	1
1695.483	1
1695.504	1
1695.520	1
1695.547	1
1695.575	1
1695.596	1
1695.619	1
1695.646	1
1695.664	1
1695.687	1
1695.705	1
1695.746	1
1695.770	1
1695.794	1
1695.815	1
1695.836	1
1695.859	1
1695.873	3
1695.894	1
1695.911	1
1695.933	1
1695.950	1
1695.985	1
1696.012	1
1696.027	2
1696.044	1
1696.071	1
1696.099	1
1696.114	1
1696.141	1
1696.156	3
1696.169	1
1696.189	1
1696.220	1
1696.236	1
1696.264	1
1696.289	1
1696.304	1
1696.330	1
1696.370	1
1696.387	1
1696.404	1
1696.420	1
1696.438	1
1696.454	1
1696.488	1
1696.506	1
1696.531	1
1696.545	1
1696.566	1
1696.583	1
1696.604	1
1696.629	1
1696.650	1
1696.671	1
1696.709	1
1696.737	1
1696.763	1
1696.783	1
1696.813	1
1696.832	1
1696.852	1
1696.874	2
1696.892	1
1696.915	1
1696.939	1
1696.968	1
1696.984	1
1697.001	1
1697.023	1
1697.051	1
1697.069	1
1697.087	1
1697.112	1
1697.128	1
1697.155	1
1697.183	1
1697.212	1
1697.242	3
1697.256	1
1697.278	1
1697.310	1
1697.339	1
1697.372	1
1697.390	1
1697.410	1
1697.426	1
1697.443	2
1697.459	1
1697.481	1
1697.503	1
1697.519	1
1697.536	3
1697.554	1
1697.578	1
1697.595	1
1697.614	1
1697.645	1
1697.671	1
1697.694	1
1697.713	1
1697.734	1
1697.763	1
1697.780	1
1697.803	1
1697.818	2
1697.836	1
1697.854	3
1697.867	1
1697.896	1
1697.917	1
1697.937	1
1697.961	1
1697.993	1
1698.018	1
1698.041	1
1698.063	1
1698.095	1
1698.112	1
1698.133	1
1698.163	1
1698.181	1
1698.202	1
1698.230	1
1698.262	1
1698.290	1
1698.314	1
1698.339	1
1698.361	1
1698.380	1
1698.400	1
1698.421	1
1698.441	1
1698.464	1
1698.490	1
1698.506	1
1698.526	1
1698.548	1
1698.563	1
1698.585	1
1698.605	1
1698.618	1
1698.647	1
1698.674	1
1698.698	1
1698.712	1
1698.725	2
1698.739	1
1698.764	3
1698.776	1
1698.796	1
1698.814	1
1698.830	2
1698.852	1
1698.872	1
1698.891	1
1698.912	1
1698.932	1
1698.948	1
1698.980	1
1699.005	1
1699.026	1
1699.049	1
1699.082	1
1699.110	1
1699.135	3
1699.168	1
1699.186	1
1699.206	1
1699.234	2
1699.244	1
1699.263	1
1699.274	3
1699.293	1
1699.312	1
1699.340	1
1699.372	1
1699.393	1
1699.415	1
1699.435	1
1699.464	1
1699.493	1
1699.510	1
1699.533	1
1699.560	1
1699.582	2
1699.609	1
1699.645	1
1699.668	1
1699.702	1
1699.727	1
1699.746	1
1699.768	1
1699.789	1
1699.807	1
1699.828	1
1699.846	1
1699.863	1
1699.887	3
1699.901	1
1699.926	1
1699.949	1
1699.972	1
1699.998	2
1700.014	1
1700.047	1
1700.086	1
1700.110	1
1700.134	1
1700.160	1
1700.178	1
1700.202	1
1700.231	1
1700.259	1
1700.282	1
1700.300	3
1700.317	1
1700.338	1
1700.374	1
1700.393	1
1700.417	1
1700.440	1
1700.458	1
1700.489	1
1700.508	1
1700.535	1
1700.560	1
1700.572	1
1700.597	1
1700.613	1
1700.644	1
1700.660	1
1700.685	1
1700.708	1
1700.724	1
1700.738	1
1700.761	2
1700.785	1
1700.800	1
1700.826	1
1700.844	1
1700.873	1
1700.894	1
1700.924	1
1700.941	1
1700.959	1
1700.983	1
1701.008	1
1701.038	1
1701.061	1
1701.085	1
1701.116	1
1701.135	1
1701.149	3
1701.163	1
1701.179	1
1701.194	1
1701.209	1
1701.233	1
1701.251	2
1701.280	1
1701.296	1
1701.323	1
1701.339	1
1701.353	3
1701.368	1
1701.382	2
1701.402	1
1701.418	1
1701.433	1
1701.455	1
1701.474	1
1701.496	1
1701.520	1
1701.541	1
1701.562	1
1701.590	1
1701.606	1
1701.617	3
1701.639	1
1701.652	2
1701.667	1
1701.688	1
1701.705	1
1701.728	1
1701.748	3
1701.762	1
1701.794	1
1701.817	1
1701.840	1
1701.864	1
1701.888	1
1701.910	1
1701.943	1
1701.964	1
1701.986	1
1702.005	1
1702.017	1
1702.044	1
1702.077	1
1702.089	2
1702.118	1
1702.147	1
1702.164	1
1702.187	1
1702.201	3
1702.217	1
1702.233	1
1702.249	1
1702.269	1
1702.283	1
1702.303	2
1702.317	1
1702.342	1
1702.356	1
1702.370	1
1702.403	1
1702.423	1
1702.453	1
1702.471	1
1702.495	1
1702.516	1
1702.534	1
1702.557	1
1702.570	3
1702.582	1
1702.597	1
1702.621	2
1702.636	1
1702.658	1
1702.676	1
1702.692	1
1702.708	1
1702.743	1
1702.773	1
1702.790	1
1702.818	1
1702.834	3
1702.849	1
1702.879	2
1702.891	1
1702.906	1
1702.923	1
1702.937	3
1702.962	1
1702.988	2
1703.001	1
1703.028	1
1703.049	1
1703.068	1
1703.089	1
1703.124	1
1703.137	1
1703.159	1
1703.170	1
1703.192	1
1703.217	1
1703.239	1
1703.264	1
1703.282	1
1703.312	1
1703.335	1
1703.354	3
1703.374	1
1703.388	1
1703.403	1
1703.420	1
1703.439	1
1703.460	1
1703.478	1
1703.503	1
1703.523	1
1703.538	1
1703.560	1
1703.580	1
1703.597	1
1703.622	1
1703.653	1
1703.672	1
1703.687	1
1703.713	1
1703.730	1
1703.758	1
1703.783	1
1703.805	1
1703.817	2
1703.832	1
1703.854	3
1703.863	1
1703.881	1
1703.904	1
1703.925	1
1703.945	1
1703.975	1
1703.992	2
1704.006	1
1704.022	3
1704.041	1
1704.055	1
1704.084	1
1704.105	1
1704.120	1
1704.149	1
1704.162	1
1704.182	1
1704.204	1
1704.238	1
1704.259	1
1704.284	1
1704.316	1
1704.333	1
1704.351	1
1704.365	1
1704.380	1
1704.394	1
1704.419	1
1704.438	1
1704.458	1
1704.482	1
1704.499	1
1704.521	1
1704.554	1
1704.574	2
1704.592	1
1704.613	1
1704.639	1
1704.669	1
1704.693	1
1704.711	1
1704.731	1
1704.760	1
1704.783	1
1704.797	1
1704.822	1
1704.852	1
1704.867	1
1704.891	1
1704.910	1
1704.937	1
1704.952	1
1704.967	1
1704.987	1
1705.011	1
1705.029	1
1705.061	1
1705.084	1
1705.110	1
1705.129	1
1705.143	1
1705.169	1
1705.185	1
1705.196	3
1705.237	1
1705.266	1
1705.280	1
1705.303	1
1705.330	1
1705.345	1
1705.364	1
1705.377	1
1705.402	1
1705.419	1
1705.436	2
1705.455	1
1705.472	3
1705.489	1
1705.510	1
1705.531	1
1705.564	1
1705.588	1
1705.618	1
1705.639	1
1705.662	1
1705.682	1
1705.698	1
1705.715	1
1705.734	1
1705.761	1
1705.782	1
1705.800	2
1705.816	1
1705.830	1
1705.848	1
1705.861	3
1705.877	1
1705.888	1
1705.904	2
1705.920	1
1705.942	1
1705.972	1
1705.989	1
1706.016	1
1706.053	1
1706.072	1
1706.092	1
1706.114	1
1706.135	1
1706.157	1
1706.183	1
1706.217	1
1706.248	1
1706.267	1
1706.280	3
1706.298	1
1706.322	1
1706.337	1
1706.369	1
1706.387	1
1706.400	2
1706.414	1
1706.427	1
1706.450	1
1706.469	3
1706.488	1
1706.517	1
1706.548	1
1706.565	1
1706.595	1
1706.616	1
1706.650	1
1706.676	1
1706.702	1
1706.723	1
1706.749	1
1706.765	1
1706.784	1
1706.801	1
1706.815	2
1706.828	1
1706.849	1
1706.874	1
1706.889	1
1706.907	1
1706.937	1
1706.959	1
1706.971	1
1706.996	1
1707.015	1
1707.040	1
1707.060	1
1707.081	1
1707.100	1
1707.112	3
1707.132	1
1707.151	1
1707.170	1
1707.190	1
1707.209	1
1707.221	1
1707.251	1
1707.279	1
1707.297	1
1707.319	1
1707.339	1
1707.369	1
1707.400	1
1707.417	1
1707.436	1
1707.454	2
1707.473	1
1707.498	3
1707.514	1
1707.549	1
1707.567	1
1707.592	1
1707.619	1
1707.638	1
1707.659	1
1707.687	1
1707.712	1
1707.736	1
1707.753	1
1707.771	1
1707.808	1
1707.830	1
1707.855	1
1707.872	1
1707.887	1
1707.919	1
1707.950	1
1707.967	1
1707.992	1
1708.015	1
1708.039	1
1708.062	1
1708.080	1
1708.099	1
1708.117	1
1708.142	1
1708.166	1
1708.182	1
1708.208	1
1708.229	1
1708.244	1
1708.261	1
1708.276	2
1708.292	1
1708.308	1
1708.325	1
1708.349	1
1708.363	1
1708.384	1
1708.400	1
1708.417	1
1708.432	1
1708.446	3
1708.460	1
1708.482	1
1708.508	1
1708.527	1
1708.556	1
1708.577	2
1708.591	1
1708.604	3
1708.627	1
1708.650	1
1708.674	1
1708.693	1
1708.726	1
1708.742	1
1708.759	1
1708.774	1
1708.794	2
1708.806	1
1708.823	1
1708.840	1
1708.871	1
1708.891	1
1708.910	1
1708.943	1
1708.971	1
1708.991	1
1709.016	1
1709.042	1
1709.063	1
1709.095	1
1709.119	1
1709.141	1
1709.160	1
1709.180	1
1709.202	1
1709.218	1
1709.236	1
1709.252	1
1709.270	1
1709.283	1
1709.300	1
1709.328	1
1709.352	1
1709.371	1
1709.386	1
1709.407	3
1709.424	1
1709.446	1
1709.467	1
1709.483	2
1709.510	1
1709.535	1
1709.561	1
1709.582	1
1709.603	1
1709.620	1
1709.642	1
1709.670	1
1709.695	1
1709.722	1
1709.756	1
1709.782	1
1709.798	1
1709.817	1
1709.830	1
1709.846	1
1709.863	1
1709.876	1
1709.890	3
1709.908	1
1709.934	1
1709.958	1
1709.973	1
1710.001	1
1710.020	1
1710.037	2
1710.052	1
1710.067	1
1710.096	1
1710.117	1
1710.141	1
1710.167	1
1710.185	1
1710.206	1
1710.227	1
1710.247	1
1710.263	1
1710.287	1
1710.305	1
1710.328	1
1710.347	3
1710.373	1
1710.389	1
1710.405	1
1710.421	2
1710.440	1
1710.459	1
1710.478	1
1710.500	1
1710.520	1
1710.532	3
1710.554	1
1710.577	1
1710.603	1
1710.623	1
1710.643	1
1710.658	1
1710.682	1
1710.698	1
1710.719	1
1710.734	1
1710.755	1
1710.789	1
1710.816	1
1710.831	1
1710.851	1
1710.881	1
1710.905	1
1710.929	1
1710.967	1
1710.986	1
1711.019	1
1711.038	2
1711.056	1
1711.078	1
1711.098	1
1711.115	1
1711.136	1
1711.155	1
1711.185	1
1711.209	1
1711.232	1
1711.253	1
1711.282	1
1711.304	1
1711.322	1
1711.340	1
1711.367	1
1711.392	1
1711.405	1
1711.428	1
1711.450	1
1711.470	1
1711.492	1
1711.508	1
1711.532	1
1711.547	1
1711.567	1
1711.584	1
1711.596	3
1711.618	1
1711.637	2
1711.651	1
1711.680	1
1711.697	1
1711.721	1
1711.740	1
1711.762	1
1711.788	1
1711.800	1
1711.817	1
1711.836	1
1711.855	1
1711.883	1
1711.900	1
1711.921	1
1711.944	1
1711.955	3
1711.978	1
1711.993	1
1712.017	1
1712.031	2
1712.045	1
1712.066	1
1712.083	1
1712.111	1
1712.137	1
1712.159	1
1712.185	1
1712.213	1
1712.227	1
1712.253	1
1712.277	1
1712.299	1
1712.326	1
1712.345	3
1712.359	1
1712.378	1
1712.396	1
1712.414	2
1712.425	1
1712.451	1
1712.474	1
1712.492	1
1712.514	1
1712.530	1
1712.560	1
1712.584	1
1712.618	1
1712.631	3
1712.647	1
1712.668	1
1712.691	1
1712.717	1
1712.734	2
1712.751	1
1712.766	3
1712.792	1
1712.806	1
1712.833	1
1712.867	1
1712.889	1
1712.927	1
1712.960	1
1712.982	2
1713.005	1
1713.022	1
1713.044	1
1713.070	1
1713.092	1
1713.117	1
1713.150	1
1713.169	1
1713.195	1
1713.215	1
1713.232	3
1713.246	1
1713.262	1
1713.291	1
1713.310	1
1713.336	1
1713.358	2
1713.372	1
1713.393	1
1713.415	1
1713.446	1
1713.465	1
1713.491	1
1713.506	1
1713.520	1
1713.537	1
1713.555	1
1713.583	1
1713.604	1
1713.630	1
1713.652	1
1713.675	1
1713.688	3
1713.700	1
1713.716	1
1713.752	1
1713.776	1
1713.789	1
1713.814	1
1713.833	1
1713.856	1
1713.884	1
1713.901	1
1713.916	2
1713.944	1
1713.962	1
1713.982	1
1714.002	1
1714.029	1
1714.043	1
1714.060	1
1714.097	1
1714.127	1
1714.139	3
1714.156	1
1714.181	1
1714.196	1
1714.221	1
1714.239	1
1714.255	1
1714.283	1
1714.305	1
1714.327	1
1714.343	1
1714.372	1
1714.392	1
1714.421	1
1714.445	1
1714.470	1
1714.481	2
1714.496	1
1714.518	1
1714.542	1
1714.563	1
1714.586	1
1714.614	1
1714.639	1
1714.656	1
1714.688	1
1714.716	1
1714.740	1
1714.761	1
1714.786	1
1714.815	1
1714.835	1
1714.856	1
1714.887	1
1714.903	3
1714.916	1
1714.939	1
1714.968	1
1714.982	1
1715.000	1
1715.029	1
1715.048	1
1715.081	1
1715.104	1
1715.120	2
1715.147	1
1715.172	1
1715.202	1
1715.216	1
1715.233	1
1715.258	1
1715.272	1
1715.294	1
1715.312	1
1715.336	1
1715.358	1
1715.375	1
1715.398	3
1715.413	1
1715.435	2
1715.452	1
1715.475	1
1715.500	1
1715.514	1
1715.537	1
1715.566	1
1715.588	1
1715.616	1
1715.638	1
1715.656	1
1715.674	1
1715.697	1
1715.720	1
1715.740	1
1715.760	1
1715.792	1
1715.817	1
1715.845	1
1715.868	1
1715.900	1
1715.921	3
1715.940	1
1715.956	1
1715.986	1
1716.011	2
1716.025	1
1716.050	1
1716.092	1
1716.126	1
1716.147	1
1716.192	1
1716.214	1
1716.230	1
1716.256	1
1716.283	1
1716.318	1
1716.336	1
1716.356	1
1716.377	1
1716.391	1
1716.409	1
1716.423	3
1716.434	1
1716.461	1
1716.485	1
1716.510	1
1716.526	1
1716.543	1
1716.556	1
1716.572	1
1716.600	1
1716.621	1
1716.646	1
1716.674	1
1716.707	1
1716.742	1
1716.769	1
1716.792	1
1716.823	1
1716.840	1
1716.857	1
1716.877	1
1716.897	1
1716.919	1
1716.950	1
1716.965	1
1716.986	2
1717.001	1
1717.020	1
1717.037	1
1717.061	1
1717.076	1
1717.098	1
1717.116	1
1717.133	1
1717.158	1
1717.171	1
1717.204	1
1717.227	1
1717.249	1
1717.263	3
1717.283	1
1717.304	1
1717.321	1
1717.332	2
1717.346	1
1717.358	3
1717.385	1
1717.399	1
1717.421	1
1717.441	2
1717.460	1
1717.476	1
1717.497	1
1717.521	1
1717.542	1
1717.568	1
1717.591	1
1717.607	1
1717.629	1
1717.648	1
1717.684	1
1717.704	1
1717.725	1
1717.753	1
1717.770	1
1717.795	1
1717.812	1
1717.831	1
1717.846	1
1717.868	1
1717.882	1
1717.909	1
1717.937	1
1717.960	1
1717.975	1
1718.007	1
1718.035	1
1718.060	3
1718.075	1
1718.098	1
1718.122	1
1718.144	1
1718.164	1
1718.190	1
1718.217	1
1718.238	1
1718.255	1
1718.268	1
1718.289	1
1718.306	1
1718.318	2
1718.329	1
1718.356	1
1718.372	1
1718.387	1
1718.404	1
1718.418	3
1718.438	1
1718.454	1
1718.472	1
1718.490	1
1718.507	1
1718.532	1
1718.551	1
1718.579	1
1718.600	1
1718.622	2
1718.634	1
1718.654	1
1718.669	1
1718.689	1
1718.709	3
1718.727	1
1718.745	1
1718.759	1
1718.787	1
1718.801	2
1718.820	1
1718.838	1
1718.862	1
1718.879	1
1718.901	1
1718.932	1
1718.944	1
1718.962	1
1718.980	1
1719.006	1
1719.023	1
1719.036	3
1719.061	1
1719.088	1
1719.113	1
1719.144	1
1719.174	1
1719.192	1
1719.212	1
1719.226	1
1719.240	1
1719.255	1
1719.276	1
1719.293	1
1719.320	1
1719.340	1
1719.357	2
1719.374	1
1719.392	3
1719.407	1
1719.423	1
1719.436	1
1719.459	1
1719.474	1
1719.489	1
1719.505	1
1719.522	1
1719.541	1
1719.560	1
1719.585	1
1719.605	1
1719.619	1
1719.632	1
1719.647	1
1719.668	1
1719.692	1
1719.709	1
1719.728	1
1719.745	1
1719.766	1
1719.790	1
1719.813	1
1719.832	1
1719.860	1
1719.870	1
1719.886	2
1719.907	1
1719.928	1
1719.947	1
1719.963	1
1719.987	1
1720.005	1
1720.023	1
1720.037	1
1720.050	1
1720.070	1
1720.088	3
1720.100	1
1720.125	1
1720.149	1
1720.165	1
1720.183	2
1720.196	1
1720.216	1
1720.237	1
1720.258	1
1720.278	1
1720.302	1
1720.323	1
1720.340	1
1720.365	1
1720.389	1
1720.419	1
1720.450	1
1720.474	1
1720.498	1
1720.516	1
1720.536	1
1720.555	1
1720.583	1
1720.606	1
1720.621	1
1720.653	1
1720.675	1
1720.692	1
1720.713	1
1720.731	1
1720.760	1
1720.791	1
1720.821	1
1720.842	1
1720.861	1
1720.885	1
1720.913	1
1720.932	1
1720.952	1
1720.970	1
1720.988	1
1721.000	1
1721.023	1
1721.045	1
1721.061	1
1721.077	3
1721.090	1
1721.105	1
