/* DATA DESCRIPTION:
Citation:	Freitag, Johannes; Kipfstuhl, Sepp; Weißbach, Stefanie; Karlsson, Nanna Bjørnholt; Münch, Thomas; Hörhold, Maria (2021): Density profile of the NG2012 firn core [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.931739, 
0.347135302	1.510000000
0.349307858	1.515000000
0.351112806	1.520000000
0.352175920	1.525000000
0.352373799	1.530000000
0.351876429	1.535000000
0.351161916	1.540000000
0.350888270	1.545000000
0.351713445	1.550000000
0.354135048	1.554999900
0.358321106	1.559999900
0.364010210	1.565000100
0.370541007	1.570000100
0.376957172	1.575000000
0.382190036	1.580000000
0.385301856	1.585000000
0.385625450	1.590000000
0.382932176	1.595000000
0.377442845	1.600000000
0.369797643	1.605000000
0.360894013	1.610000000
0.351733014	1.615000000
0.343228045	1.620000000
0.336097563	1.625000000
0.330784062	1.630000000
0.327377658	1.635000000
0.325702564	1.640000000
0.325333324	1.645000000
0.325678418	1.650000000
0.326091292	1.655000000
0.325984027	1.660000000
0.324954936	1.665000000
0.322876663	1.670000000
0.319916542	1.675000000
0.316489633	1.679999900
0.313142498	1.684999900
0.310420284	1.690000100
0.308727955	1.695000100
0.308288327	1.700000000
0.309118225	1.705000000
0.311075350	1.710000000
0.313925054	1.715000000
0.317408337	1.720000000
0.321282700	1.725000000
0.325348115	1.730000000
0.329450878	1.735000000
0.333482499	1.740000000
0.337376181	1.745000000
0.341099945	1.750000000
0.344653446	1.755000000
0.348050210	1.760000000
0.351319611	1.765000000
0.354478524	1.770000000
0.357527114	1.775000000
0.360424580	1.780000000
0.363068005	1.785000000
0.365335533	1.790000000
0.367092515	1.795000000
0.368225895	1.800000000
0.368674763	1.804999900
0.368443844	1.809999900
0.367595785	1.815000100
0.366229488	1.820000100
0.364449165	1.825000000
0.362328507	1.830000000
0.359923165	1.835000000
0.357288503	1.840000000
0.354515700	1.845000000
0.351772341	1.850000000
0.349305584	1.855000000
0.347396662	1.860000000
0.346307578	1.865000000
0.346240602	1.870000000
0.347239681	1.875000000
0.349164629	1.880000000
0.351696994	1.885000000
0.354386828	1.890000000
0.356727789	1.895000000
0.358241371	1.900000000
0.358551712	1.905000000
0.357438538	1.910000000
0.354863511	1.915000000
0.350970440	1.920000000
0.346061503	1.925000000
0.340551831	1.929999900
0.334906811	1.934999900
0.329574609	1.940000100
0.324920865	1.945000100
0.321182357	1.950000000
0.318459317	1.955000000
0.316737566	1.960000000
0.315931595	1.965000000
0.315933325	1.970000000
0.316649688	1.975000000
0.318020415	1.980000000
0.320025189	1.985000000
0.322651640	1.990000000
0.325862000	1.995000000
0.329566146	2.000000000
0.333604607	2.005000100
0.337748347	2.010000000
0.341730246	2.015000100
0.345284734	2.020000000
0.348194471	2.025000100
0.350344041	2.030000000
0.351722575	2.035000100
0.352444400	2.040000000
0.352714874	2.045000100
0.352767066	2.050000000
0.352811627	2.055000100
0.352978594	2.059999900
0.353287206	2.065000100
0.353638621	2.069999900
0.353841281	2.075000000
0.353681088	2.079999900
0.352981703	2.085000000
0.351677496	2.089999900
0.349851178	2.095000000
0.347728299	2.099999900
0.345629594	2.105000000
0.343897840	2.109999900
0.342807046	2.115000000
0.342513174	2.119999900
0.343036392	2.125000000
0.344258985	2.130000100
0.345978633	2.135000000
0.347957365	2.140000100
0.349976945	2.145000000
0.351853525	2.150000100
0.353466734	2.155000000
0.354780346	2.160000100
0.355837923	2.165000000
0.356750222	2.170000100
0.357671534	2.175000000
0.358778564	2.180000100
0.360182127	2.184999900
0.361909870	2.190000100
0.363850484	2.194999900
0.365763184	2.200000000
0.367316151	2.204999900
0.368170460	2.210000000
0.368045499	2.214999900
0.366807605	2.220000000
0.364496702	2.224999900
0.361318973	2.230000000
0.357598890	2.234999900
0.353714065	2.240000000
0.350039193	2.244999900
0.346874035	2.250000000
0.344424884	2.255000100
0.342764714	2.260000000
0.341824302	2.265000100
0.341415586	2.270000000
0.341228490	2.275000100
0.340900797	2.280000000
0.340089132	2.285000100
0.338546981	2.290000000
0.336204181	2.295000100
0.333198260	2.300000000
0.329866274	2.305000100
0.326712512	2.309999900
0.324288645	2.315000100
0.323086196	2.319999900
0.323427025	2.325000000
0.325417942	2.329999900
0.328932267	2.335000000
0.333608765	2.339999900
0.339038424	2.345000000
0.344786728	2.349999900
0.350480418	2.355000000
0.355851919	2.359999900
0.360731238	2.365000000
0.365029320	2.369999900
0.368707461	2.375000000
0.371754021	2.380000100
0.374206955	2.385000000
0.376176670	2.390000100
0.377874708	2.395000000
0.379593293	2.400000100
0.381672611	2.405000000
0.384421299	2.410000100
0.388013598	2.415000000
0.392424209	2.420000100
0.397417627	2.425000000
0.402570412	2.430000100
0.407358560	2.434999900
0.411253662	2.440000100
0.413810454	2.444999900
0.414723170	2.450000000
0.413842723	2.454999900
0.411165867	2.460000000
0.406841077	2.464999900
0.401140201	2.470000000
0.394440643	2.474999900
0.387172627	2.480000000
0.379795794	2.484999900
0.372734637	2.490000000
0.366343043	2.494999900
0.360859481	2.500000000
0.356401932	2.505000100
0.352985027	2.510000000
0.350559501	2.515000100
0.349032390	2.520000000
0.348297106	2.525000100
0.348238683	2.530000000
0.348738149	2.535000100
0.349690037	2.540000000
0.350981009	2.545000100
0.352492350	2.550000000
0.354099370	2.555000100
0.355661579	2.559999900
0.356998230	2.565000100
0.357903490	2.569999900
0.358181629	2.575000000
0.357693173	2.579999900
0.356430306	2.585000000
0.354564151	2.589999900
0.352406915	2.595000000
0.350349663	2.599999900
0.348746763	2.605000000
0.347789005	2.609999900
0.347432181	2.615000000
0.347413388	2.619999900
0.347332646	2.625000000
0.346792645	2.630000100
0.345521588	2.635000000
0.343443177	2.640000100
0.340692850	2.645000000
0.337531237	2.650000100
0.334249595	2.655000000
0.331083343	2.660000100
0.328148703	2.665000000
0.325471543	2.670000100
0.323028603	2.675000000
0.320818564	2.680000100
0.318901165	2.684999900
0.317394878	2.690000100
0.316450420	2.694999900
0.316188995	2.700000000
0.316643271	2.704999900
0.317746646	2.710000000
0.319324049	2.714999900
0.321123734	2.720000000
0.322884361	2.724999900
0.324345045	2.730000000
0.325314793	2.734999900
0.325710393	2.740000000
0.325579658	2.744999900
0.325099512	2.750000000
0.324566797	2.755000100
0.324354510	2.760000000
0.324842408	2.765000100
0.326332806	2.770000000
0.328961971	2.775000100
0.332651653	2.780000000
0.337107523	2.785000100
0.341880886	2.790000000
0.346476173	2.795000100
0.350474626	2.800000000
0.353623673	2.805000100
0.355893497	2.809999900
0.357441969	2.815000100
0.358565071	2.819999900
0.359609452	2.825000000
0.360897761	2.829999900
0.362686169	2.835000000
0.365140046	2.839999900
0.368320527	2.845000000
0.372189635	2.849999900
0.376618945	2.855000000
0.381409419	2.859999900
0.386308902	2.865000000
0.391043932	2.869999900
0.395361702	2.875000000
0.399074107	2.880000100
0.402068839	2.885000000
0.404328837	2.890000100
0.405909124	2.895000000
0.406908118	2.900000100
0.407419976	2.905000000
0.407500265	2.910000100
0.407150394	2.915000000
0.406326022	2.920000100
0.404955020	2.925000000
0.402962662	2.930000100
0.400292682	2.934999900
0.396922651	2.940000100
0.392875443	2.944999900
0.388228433	2.950000000
0.383118758	2.954999900
0.377739985	2.960000000
0.372325979	2.964999900
0.367122216	2.970000000
0.362350638	2.974999900
0.358177772	2.980000000
0.354695149	2.984999900
0.351916435	2.990000000
0.349789853	2.994999900
0.348220058	3.000000000
0.347092218	3.005000100
0.346292399	3.010000000
0.345721113	3.015000100
0.345299681	3.020000000
0.344970886	3.025000100
0.344696908	3.030000000
0.344459155	3.035000100
0.344248282	3.040000000
0.344065748	3.045000100
0.343927959	3.050000000
0.343861880	3.055000100
0.343913798	3.059999900
0.344146984	3.065000100
0.344643668	3.069999900
0.345489980	3.075000000
0.346770458	3.079999900
0.348552047	3.085000000
0.350865804	3.089999900
0.353696414	3.095000000
0.356975984	3.099999900
0.360591902	3.105000000
0.364383953	3.109999900
0.368185940	3.115000000
0.371832304	3.119999900
0.375178924	3.125000000
0.378109067	3.130000100
0.380532815	3.135000000
0.382418914	3.140000100
0.383741635	3.145000000
0.384505200	3.150000100
0.384666100	3.155000000
0.384177302	3.160000100
0.382991866	3.165000000
0.381051838	3.170000100
0.378379592	3.175000000
0.375081463	3.180000100
0.371370342	3.184999900
0.367536969	3.190000100
0.363887272	3.194999900
0.360672455	3.200000000
0.358000850	3.204999900
0.355829711	3.210000000
0.353977651	3.214999900
0.352212866	3.220000000
0.350371230	3.224999900
0.348440102	3.230000000
0.346608927	3.234999900
0.345215458	3.240000000
0.344668211	3.244999900
0.345317492	3.250000000
0.347329013	3.255000100
0.350661898	3.260000000
0.355035684	3.265000100
0.359999097	3.270000000
0.365027942	3.275000100
0.369595257	3.280000000
0.373227708	3.285000100
0.375529183	3.290000000
0.376209480	3.295000100
0.375108883	3.300000000
0.372225419	3.305000100
0.367737922	3.309999900
0.362004146	3.315000100
0.355533109	3.319999900
0.348914355	3.325000000
0.342745931	3.329999900
0.337551097	3.335000000
0.333720775	3.339999900
0.331471020	3.345000000
0.330857594	3.349999900
0.331796555	3.355000000
0.334095055	3.359999900
0.337478747	3.365000000
0.341637088	3.369999900
0.346237478	3.375000000
0.350957052	3.380000100
0.355471822	3.385000000
0.359518267	3.390000100
0.362918931	3.395000000
0.365609266	3.400000100
0.367652158	3.405000000
0.369231956	3.410000100
0.370618303	3.415000000
0.372090019	3.420000100
0.373858354	3.425000000
0.376004509	3.430000100
0.378441977	3.434999900
0.380933429	3.440000100
0.383133992	3.444999900
0.384663888	3.450000000
0.385219300	3.454999900
0.384634825	3.460000000
0.382935722	3.464999900
0.380336832	3.470000000
0.377203458	3.474999900
0.374003790	3.480000000
0.371193553	3.484999900
0.369148315	3.490000000
0.368094509	3.494999900
0.368084821	3.500000000
0.369013320	3.505000100
0.370653387	3.510000000
0.372738928	3.515000100
0.375006098	3.520000000
0.377229375	3.525000100
0.379233310	3.530000000
0.380864044	3.535000100
0.381973642	3.540000000
0.382415255	3.545000100
0.382083108	3.550000000
0.380952767	3.555000100
0.379124346	3.559999900
0.376858854	3.565000100
0.374557338	3.569999900
0.372640057	3.575000000
0.371457666	3.579999900
0.371172911	3.585000000
0.371642949	3.589999900
0.372450414	3.595000000
0.372984297	3.599999900
0.372609631	3.605000000
0.370844239	3.609999900
0.367516600	3.615000000
0.362822341	3.619999900
0.357277645	3.625000000
0.351580434	3.630000100
0.346417577	3.635000000
0.342299491	3.640000100
0.339468410	3.645000000
0.337894419	3.650000100
0.337367691	3.655000000
0.337621990	3.660000100
0.338446917	3.665000000
0.339734543	3.670000100
0.341476277	3.675000000
0.343722913	3.680000100
0.346502001	3.684999900
0.349808646	3.690000100
0.353574635	3.694999900
0.357683509	3.700000000
0.361997531	3.704999900
0.366371824	3.710000000
0.370655360	3.714999900
0.374684681	3.720000000
0.378289706	3.724999900
0.381311380	3.730000000
0.383630975	3.734999900
0.385200459	3.740000000
0.386072121	3.744999900
0.386389110	3.750000000
0.386348447	3.755000100
0.386146386	3.760000000
0.385936273	3.765000100
0.385752286	3.770000000
0.385541802	3.775000100
0.385165852	3.780000000
0.384446643	3.785000100
0.383223895	3.790000000
0.381397153	3.795000100
0.378970322	3.800000000
0.376014403	3.805000100
0.372698433	3.809999900
0.369227617	3.815000100
0.365830410	3.819999900
0.362746358	3.825000000
0.360227330	3.829999900
0.358546921	3.835000000
0.357979744	3.839999900
0.358776309	3.845000000
0.361107965	3.849999900
0.365008712	3.855000000
0.370342439	3.859999900
0.376799183	3.865000000
0.383949750	3.869999900
0.391313256	3.875000000
0.398446140	3.880000100
0.405009624	3.885000000
0.410818833	3.890000100
0.415824354	3.895000000
0.420068104	3.900000100
0.423620759	3.905000000
0.426533402	3.910000100
0.428783785	3.915000000
0.430271835	3.920000100
0.430867073	3.925000000
0.430467347	3.930000100
0.429072364	3.934999900
0.426840887	3.940000100
0.424110527	3.944999900
0.421366794	3.950000000
0.419159288	3.954999900
0.417982896	3.960000000
0.418172631	3.964999900
0.419820246	3.970000000
0.422759595	3.974999900
0.426621254	3.980000000
0.430926127	3.984999900
0.435165673	3.990000000
0.438859711	3.994999900
0.441600214	4.000000000
0.443035833	4.005000100
0.442817283	4.010000200
0.440658068	4.014999900
0.436363500	4.020000000
0.429904729	4.025000100
0.421513328	4.030000200
0.411720672	4.034999800
0.401342579	4.040000000
0.391290456	4.045000100
0.382481691	4.050000200
0.375604100	4.054999800
0.370967506	4.059999900
0.368477435	4.065000100
0.367700159	4.070000200
0.367951724	4.074999800
0.368466514	4.079999900
0.368573888	4.085000000
0.367795933	4.090000200
0.365933013	4.094999800
0.363106151	4.099999900
0.359725393	4.105000000
0.356432407	4.110000100
0.353977148	4.114999800
0.353025741	4.119999900
0.353974664	4.125000000
0.356846436	4.130000100
0.361248239	4.135000200
0.366463626	4.139999900
0.371616096	4.145000000
0.375884308	4.150000100
0.378678086	4.155000200
0.379764834	4.159999800
0.379243907	4.165000000
0.377520574	4.170000100
0.375154199	4.175000200
0.372734271	4.179999800
0.370766489	4.184999900
0.369594224	4.190000100
0.369375494	4.195000200
0.370091322	4.199999800
0.371589748	4.204999900
0.373607792	4.210000000
0.375842674	4.215000200
0.377969251	4.219999800
0.379688367	4.224999900
0.380790522	4.230000000
0.381172951	4.235000100
0.380862165	4.239999800
0.380019587	4.244999900
0.378908698	4.250000000
0.377822899	4.255000100
0.377078541	4.260000200
0.376904587	4.264999900
0.377399187	4.270000000
0.378501830	4.275000100
0.380009831	4.280000200
0.381629195	4.284999800
0.383061844	4.290000000
0.384084686	4.295000100
0.384613263	4.300000200
0.384730271	4.304999800
0.384676265	4.309999900
0.384788166	4.315000100
0.385429145	4.320000200
0.386907636	4.324999800
0.389374885	4.329999900
0.392803928	4.335000000
0.396976978	4.340000200
0.401525320	4.344999800
0.406021935	4.349999900
0.410027981	4.355000000
0.413161143	4.360000100
0.415134905	4.364999800
0.415767780	4.369999900
0.414954945	4.375000000
0.412679532	4.380000100
0.409022119	4.385000200
0.404170757	4.389999900
0.398432241	4.395000000
0.392218625	4.400000100
0.386027927	4.405000200
0.380366006	4.409999800
0.375648551	4.415000000
0.372104510	4.420000100
0.369745422	4.425000200
0.368343655	4.429999800
0.367486371	4.434999900
0.366726699	4.440000100
0.365687088	4.445000200
0.364162859	4.449999800
0.362155335	4.454999900
0.359823255	4.460000000
0.357382848	4.465000200
0.355047610	4.469999800
0.352927286	4.474999900
0.351011225	4.480000000
0.349157314	4.485000100
0.347193182	4.489999800
0.345019969	4.494999900
0.342650669	4.500000000
0.340249886	4.505000100
0.338135503	4.510000200
0.336695115	4.514999900
0.336313092	4.520000000
0.337270436	4.525000100
0.339655839	4.530000200
0.343324514	4.534999800
0.347931908	4.540000000
0.352995799	4.545000100
0.357996501	4.550000200
0.362473529	4.554999800
0.366107447	4.559999900
0.368747835	4.565000100
0.370406777	4.570000200
0.371232993	4.574999800
0.371438895	4.579999900
0.371265846	4.585000000
0.370898018	4.590000200
0.370472896	4.594999800
0.370065582	4.599999900
0.369725469	4.605000000
0.369510646	4.610000100
0.369519280	4.614999800
0.369897932	4.619999900
0.370818964	4.625000000
0.372426311	4.630000100
0.374782811	4.635000200
0.377826430	4.639999900
0.381373244	4.645000000
0.385116859	4.650000100
0.388730200	4.655000200
0.391893167	4.659999800
0.394369663	4.665000000
0.396043044	4.670000100
0.396910130	4.675000200
0.397065116	4.679999800
0.396666411	4.684999900
0.395889703	4.690000100
0.394902856	4.695000200
0.393858545	4.699999800
0.392867810	4.704999900
0.391988375	4.710000000
0.391233482	4.715000200
0.390552962	4.719999800
0.389839835	4.724999900
0.388930397	4.730000000
0.387639875	4.735000100
0.385814657	4.739999800
0.383376317	4.744999900
0.380377295	4.750000000
0.377014348	4.755000100
0.373618188	4.760000200
0.370593027	4.764999900
0.368333358	4.770000000
0.367143295	4.775000100
0.367165069	4.780000200
0.368365133	4.784999800
0.370513099	4.790000000
0.373224749	4.795000100
0.376033422	4.800000200
0.378447755	4.804999800
0.380043881	4.809999900
0.380539798	4.815000100
0.379863594	4.820000200
0.378167856	4.824999800
0.375815366	4.829999900
0.373307401	4.835000000
0.371194440	4.840000200
0.369951423	4.844999800
0.369877540	4.849999900
0.371008882	4.855000000
0.373081268	4.860000100
0.375622749	4.864999800
0.378051178	4.869999900
0.379821650	4.875000000
0.380572007	4.880000100
0.380193124	4.885000200
0.378841276	4.889999900
0.376897661	4.895000000
0.374873079	4.900000100
0.373304129	4.905000200
0.372669517	4.909999800
0.373329033	4.915000000
0.375497966	4.920000100
0.379197955	4.925000200
0.384278785	4.929999800
0.390421839	4.934999900
0.397178578	4.940000100
0.404017927	4.945000200
0.410396318	4.949999800
0.415852361	4.954999900
0.420056651	4.960000000
0.422842238	4.965000200
0.424213642	4.969999800
0.424315928	4.974999900
0.423339205	4.980000000
0.421492730	4.985000100
0.418965322	4.989999800
0.415916570	4.994999900
0.412483804	5.000000000
0.408817294	5.005000100
0.405094997	5.010000200
0.401543232	5.014999900
0.398427697	5.020000000
0.396014971	5.025000100
0.394537744	5.030000200
0.394148488	5.034999800
0.394878652	5.040000000
0.396642231	5.045000100
0.399248595	5.050000200
0.402434240	5.054999800
0.405912549	5.059999900
0.409418723	5.065000100
0.412739450	5.070000200
0.415721751	5.074999800
0.418298083	5.079999900
0.420467554	5.085000000
0.422265050	5.090000200
0.423724623	5.094999800
0.424842411	5.099999900
0.425549463	5.105000000
0.425712933	5.110000100
0.425166741	5.114999800
