/* DATA DESCRIPTION:
Citation:	Freitag, Johannes; Kipfstuhl, Sepp; Weißbach, Stefanie; Karlsson, Nanna Bjørnholt; Münch, Thomas; Hörhold, Maria (2021): Stable oxygen isotope profile of the NGRIP_2012 firn core [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.931731, 
13.837500000	-32.120000
13.862500000	-32.740000
13.887500000	-33.550000
13.912500000	-34.170000
13.937500000	-34.750000
13.962500000	-34.790000
13.987500000	-34.560000
14.012500000	-34.280000
14.037500000	-33.930000
14.062500000	-33.450000
14.087500000	-33.190000
14.112500000	-32.910000
14.137500000	-32.910000
14.162500000	-33.080000
14.187500000	-33.530000
14.212500000	-34.000000
14.237500000	-34.700000
14.262500000	-35.290000
14.287500000	-35.830000
14.312500000	-36.260000
14.337500000	-36.420000
14.362500000	-36.240000
14.387500000	-35.870000
14.412500000	-35.390000
14.437500000	-35.140000
14.462500000	-34.830000
14.487500000	-34.810000
14.512500000	-34.950000
14.537500000	-34.980000
14.562500000	-34.850000
14.587500000	-34.590000
14.612500000	-34.090000
14.637500000	-33.400000
14.662500000	-32.840000
14.687500000	-32.710000
14.712500000	-32.590000
14.737500000	-32.720000
14.762500000	-33.200000
14.787500000	-33.740000
14.812500000	-34.460000
14.837500000	-35.130000
14.862500000	-35.730000
14.887500000	-36.130000
14.912500000	-36.070000
14.937500000	-35.900000
14.962500000	-35.550000
14.987500000	-35.360000
15.012820510	-34.930000
15.038461540	-34.890000
15.064102560	-35.120000
15.089743590	-35.610000
15.115384620	-36.290000
15.141025640	-37.160000
15.166666670	-37.790000
15.192307690	-38.360000
15.217948720	-38.480000
15.243589740	-38.370000
15.269230770	-37.760000
15.294871790	-36.950000
15.320512820	-35.970000
15.346153850	-35.190000
15.371794870	-34.520000
15.397435900	-34.280000
15.423076920	-34.460000
15.448717950	-34.740000
15.474358970	-35.310000
15.500000000	-35.760000
15.525641030	-36.140000
15.551282050	-36.380000
15.576923080	-36.110000
15.602564100	-35.920000
15.628205130	-35.520000
15.653846150	-35.200000
15.679487180	-35.090000
15.705128210	-35.420000
15.730769230	-35.750000
15.756410260	-36.130000
15.782051280	-36.460000
15.807692310	-36.830000
15.833333330	-36.960000
15.858974360	-37.090000
15.884615380	-36.840000
15.910256410	-36.630000
15.935897440	-36.240000
15.961538460	-35.880000
15.987179490	-35.600000
16.012195120	-35.530000
16.036585370	-35.810000
16.060975610	-35.980000
16.085365850	-36.180000
16.109756100	-36.180000
16.134146340	-36.050000
16.158536590	-35.680000
16.182926830	-35.170000
16.207317070	-34.510000
16.231707320	-33.790000
16.256097560	-33.200000
16.280487800	-32.550000
16.304878050	-32.220000
16.329268290	-32.220000
16.353658540	-32.490000
16.378048780	-32.730000
16.402439020	-33.300000
16.426829270	-33.650000
16.451219510	-33.900000
16.475609760	-33.940000
16.500000000	-33.960000
16.524390240	-33.990000
16.548780490	-34.190000
16.573170730	-34.550000
16.597560980	-34.680000
16.621951220	-35.100000
16.646341460	-35.530000
16.670731710	-35.850000
16.695121950	-36.060000
16.719512200	-36.270000
16.743902440	-36.280000
16.768292680	-36.140000
16.792682930	-35.810000
16.817073170	-35.450000
16.841463410	-35.100000
16.865853660	-34.770000
16.890243900	-34.520000
16.914634150	-34.400000
16.939024390	-34.440000
16.963414630	-34.410000
16.987804880	-34.580000
