#/* DATA DESCRIPTION:
#Citation:	Bazin, L et al. (2013): Methane measured on ice core EDML on AICC2012 chronology. doi:10.1594/PANGAEA.824884, 
#	In: Bazin, L et al. (2013): The Antarctic ice core chronology (AICC2012). doi:10.1594/PANGAEA.824894
#Related to:	Bazin, Lucie; Landais, Amaelle; Lemieux-Dudon, Bénédicte; Toyé Mahamadou Kele, H; Veres, Daniel; Parrenin, Frédéric; Martinerie, P; Ritz, Catherine; Capron, Emilie; Lipenkov, Vladimir Y; Loutre, M-F; Raynaud, Dominique; Vinther, Bo M; Svensson, A; Rasmussen, Sune O; Severi, Mirko; Blunier, Thomas; Leuenberger, Markus; Fischer, Hubertus; Masson-Delmotte, Valerie; Chappellaz, Jérôme A; Wolff, Eric W (2013): An optimized multi-proxy, multi-site Antarctic ice and gas orbital chronology (AICC2012): 120-800 ka. Climate of the Past, 9(4), 1715-1731, doi:10.5194/cp-9-1715-2013
#	Veres, Daniel; Bazin, Lucie; Landais, Amaelle; Toyé Mahamadou Kele, H; Lemieux-Dudon, Bénédicte; Parrenin, Frédéric; Martinerie, P; Blayo, Eric; Blunier, Thomas; Capron, Emilie; Chappellaz, Jérôme A; Rasmussen, Sune O; Severi, Mirko; Svensson, A; Vinther, Bo M; Wolff, Eric W (2013): The Antarctic ice core chronology (AICC2012): an optimized multi-parameter and multi-site dating approach for the last 120 thousand years. Climate of the Past, 9(4), 1733-1748, doi:10.5194/cp-9-1733-2013
#Other version:	Icecores data on AICC2012 in Excel format (URI: hdl:10013/epic.42842.d001)
#Further details:	Barbante, Carlo; Barnola, Jean-Marc; Becagli, Silvia; Beer, Jürg; Bigler, Matthias; Boutron, Claude F; Blunier, Thomas; Castellano, Emiliano; Cattani, Olivier; Chappellaz, Jérôme A; Dahl-Jensen, Dorthe; Debret, Maxime; Delmonte, Barbara; Dick, Dorothee; Falourd, Sonia; Faria, Sérgio H; Federer, Urs; Fischer, Hubertus; Freitag, Johannes; Frenzel, Andreas; Fritzsche, Diedrich; Fundel, Felix; Gabrielli, Paolo; Gaspari, Vania; Gersonde, Rainer; Graf, Wolfgang; Grigoriev, Dimitri; Hamann, Ilka; Hansson, Margareta E; Hoffmann, Georg; Hutterli, Manuel A; Huybrechts, Philippe; Isaksson, Elisabeth; Johnsen, Sigfus J; Jouzel, Jean; Kaczmarska, Marzena; Karlin, Torbjörn; Kaufmann, Patrik R; Kipfstuhl, Sepp; Kohno, Mika; Lambert, Fabrice; Lambrecht, Anja; Lambrecht, Astrid; Landais, Amaelle; Lawer, Gunther; Leuenberger, Markus; Littot, Geneviève C; Loulergue, Laetitia; Lüthi, Dieter; Maggi, Valter; Marino, Federica; Masson-Delmotte, Valerie; Meyer, Hanno; Miller, Heinz; Mulvaney, Robert; Narcisi, Bianca #Maria; Oerlemans, Johannes; Oerter, Hans; Parrenin, Frédéric; Petit, Jean-Robert; Raisbeck, Grant; Raynaud, Dominique; Röthlisberger, Regine; Ruth, Urs; Rybak, Oleg; Severi, Mirko; Schmitt, Jochen; Schwander, Jakob; Siegenthaler, Urs; Siggaard-Andersen, Marie-Louise; Spahni, Renato; Steffensen, Jørgen Peder; Stenni, Barbara; Stocker, Thomas F; Tison, Jean-Louis; Traversi, Rita; Udisti, Roberto; Valero-Delgado, Fernando; van den Broeke, Michiel R; van de Wal, Roderik SW; Wagenbach, Dietmar; Wegner, Anna; Weiler, Karin; Wilhelms, Frank; Winther, Jan-Gunnar; Wolff, Eric W (2006): One-to-one coupling of glacial climate variability in Greenland and Antarctica. Nature, 444, 195-198, doi:10.1038/nature05301
#	EPICA Community Members (2006): Methane and stable isotope record of ice core EDML from Dronning Maud Land, Antarctica. doi:10.1594/PANGAEA.586834
#Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: http://www.esf.org/index.php?id=855)
#Coverage:	LATITUDE: -75.002500 * LONGITUDE: 0.068400
#	DATE/TIME START: 2001-01-10T00:00:00 * DATE/TIME END: 2006-01-17T00:00:00
#	MINIMUM DEPTH, ice/snow: 116.215 m * MAXIMUM DEPTH, ice/snow: 2397.990 m
#Event(s):	EDML (DML28C01_00) * LATITUDE: -75.002500 * LONGITUDE: 0.068400 * DATE/TIME START: 2001-01-10T00:00:00 * DATE/TIME END: 2006-01-17T00:00:00 * ELEVATION: 2891.7 m * Recovery: 2774.15 m * CAMPAIGN: EPICA-Campaigns * BASIS: Kohnen Station (URI: http://www.awi.de/en/expedition/stations/kohnen-station.html) * DEVICE: EPICA drill (EDRILL) * COMMENT: Elevation is given with reference to WGS84
#Parameter(s):	DEPTH, ice/snow [m] (Depth ice/snow) * GEOCODE
#	Gas age [ka BP] (Gas age) * PI: Bazin, Lucie (eMail: lucie.bazin@lsce.ipsl.fr) * COMMENT: on AICC2012
#	Methane [ppbv] (CH4) * PI: Chappellaz, Jérôme A * COMMENT: see "Further details" for the original reference of this data
#License:	Creative Commons Attribution 3.0 Unported (CC-BY)
#Size:	1656 data points
#*/
#Depth ice/snow [m]	Gas age [ka BP]	CH4 [ppbv]
823.165	14.5224000	594.200
823.675	14.5375000	609.800
827.275	14.6387000	552.500
832.015	14.7599000	521.000
832.045	14.7606000	496.300
832.395	14.7692000	484.900
835.165	14.8345000	471.000
835.675	14.8468000	468.500
839.165	14.9313000	454.200
843.015	15.0284000	487.300
844.165	15.0571000	468.200
848.165	15.1564000	460.100
848.675	15.1694000	468.800
851.395	15.2481000	475.800
854.015	15.3308000	470.300
854.165	15.3355000	465.200
859.165	15.5042000	455.900
859.675	15.5215000	466.600
863.165	15.6255000	446.800
867.015	15.7286000	440.700
867.045	15.7294000	452.300
872.675	15.8839000	446.700
876.165	15.9863000	437.100
878.015	16.0423000	455.000
884.675	16.2401000	449.400
887.165	16.3083000	435.300
891.015	16.4181000	426.700
891.045	16.4190000	439.000
896.675	16.5836000	421.400
899.395	16.6622000	408.300
908.625	16.9844000	439.400
912.395	17.1491000	398.500
915.015	17.2727000	402.000
918.675	17.4434000	418.300
924.165	17.6621000	390.000
928.675	17.8277000	389.900
931.675	17.9458000	385.700
933.165	18.0094000	378.600
938.685	18.2649000	387.300
943.675	18.5042000	376.800
946.325	18.6178000	376.800
946.615	18.6284000	370.900
957.675	19.1209000	364.000
960.165	19.2519000	375.800
962.015	19.3642000	372.700
967.675	19.6880000	365.500
972.165	19.8708000	368.000
975.015	19.9710000	374.000
975.045	19.9720000	378.000
978.675	20.0935000	369.800
983.165	20.2458000	368.700
987.015	20.3711000	366.300
991.675	20.5279000	361.700
995.165	20.6596000	359.100
1000.010	20.8594000	367.000
1003.670	21.0228000	383.100
1008.180	21.2223000	366.700
1011.010	21.3416000	375.700
1015.670	21.5293000	365.900
1018.160	21.6480000	357.400
1023.010	21.9117000	361.300
1028.670	22.2153000	361.800
1031.160	22.3210000	362.600
1035.020	22.4360000	381.700
1039.670	22.5737000	381.600
1043.160	22.7098000	393.900
1046.020	22.8485000	387.000
1051.670	23.1433000	438.500
1055.160	23.3077000	393.400
1058.020	23.4318000	391.000
1064.670	23.7208000	402.700
1071.020	23.9294000	382.700
1076.670	24.1223000	358.100
1079.160	24.2309000	365.500
1083.020	24.4279000	388.000
1088.670	24.7303000	348.700
1091.160	24.8467000	384.300
1095.020	25.0225000	379.700
1100.670	25.2896000	369.300
1107.020	25.6207000	369.300
1110.670	25.8228000	363.400
1119.020	26.1385000	362.300
1122.670	26.2721000	357.500
1127.160	26.4860000	362.200
1130.020	26.6310000	366.000
1136.670	26.9933000	375.500
1139.160	27.1369000	392.200
1142.020	27.3039000	388.300
1146.670	27.5778000	393.200
1150.160	27.7879000	429.100
1155.020	28.0709000	382.300
1159.670	28.2942000	362.500
1162.160	28.4302000	397.700
1167.020	28.7051000	416.000
1171.670	28.9466000	456.800
1175.160	29.0913000	387.700
1178.020	29.2450000	385.700
1183.620	29.5500000	387.900
1187.160	29.7392000	390.700
1191.020	29.9433000	387.700
1195.620	30.1791000	410.200
1199.160	30.3928000	388.400
1203.020	30.6494000	405.300
1207.620	30.9401000	393.800
1212.160	31.2172000	396.100
1215.020	31.3998000	404.000
1218.620	31.6400000	414.100
1223.160	31.9243000	424.100
1226.310	32.0929000	450.700
1231.620	32.3564000	479.600
1235.160	32.5453000	392.100
1240.020	32.8374000	432.700
1243.620	33.0730000	422.300
1247.160	33.3168000	433.600
1252.020	33.5734000	486.700
1255.620	33.7393000	484.000
1259.160	33.9040000	486.600
1262.020	34.0509000	425.700
1267.670	34.4012000	431.100
1271.160	34.6266000	446.400
1276.020	34.9249000	533.000
1279.670	35.1424000	524.900
1283.160	35.3367000	525.200
1288.020	35.6010000	433.700
1291.670	35.7800000	414.100
1295.160	35.9319000	407.600
1298.020	36.0498000	426.300
1303.670	36.2992000	444.400
1307.160	36.4829000	480.500
1310.020	36.6364000	505.300
1315.670	36.9746000	500.700
1319.160	37.1880000	561.400
1324.020	37.4551000	567.700
1327.670	37.6592000	552.100
1331.160	37.8557000	535.400
1336.020	38.1234000	541.300
1339.670	38.3028000	429.500
1343.160	38.4522000	441.700
1348.020	38.6468000	441.300
1351.670	38.7983000	441.200
1355.160	38.9570000	433.900
1360.020	39.1838000	441.300
1363.670	39.3556000	439.400
1367.160	39.5304000	401.400
1372.020	39.7906000	424.300
1375.670	39.9900000	425.400
1379.160	40.1626000	399.000
1384.020	40.4056000	414.300
1387.670	40.5933000	417.900
1390.160	40.7250000	428.300
1395.020	41.0110000	486.300
1398.670	41.2119000	470.100
1402.160	41.3635000	470.900
1407.020	41.6202000	405.700
1410.670	41.8352000	406.400
1415.160	42.1070000	440.600
1419.010	42.3125000	460.000
1423.670	42.5596000	475.400
1426.160	42.6893000	482.300
1431.020	42.9409000	484.300
1435.670	43.2084000	447.400
1439.160	43.3826000	464.700
1444.020	43.7177000	423.300
1447.670	44.0276000	412.700
1450.160	44.1697000	421.800
1455.020	44.5235000	482.000
1459.670	44.8553000	459.000
1463.160	45.0912000	467.200
1466.020	45.2815000	485.000
1471.670	45.6236000	482.400
1474.160	45.7869000	497.400
1480.050	46.1298000	510.000
1483.670	46.3649000	512.000
1486.160	46.4971000	497.500
1491.020	46.8137000	457.700
1495.670	47.0980000	443.700
1498.160	47.2735000	433.800
1503.020	47.5835000	444.700
1508.670	47.9425000	465.300
1510.160	48.0462000	448.200
1515.020	48.4366000	419.300
1518.620	48.7036000	451.700
1523.160	49.0058000	416.100
1526.020	49.1976000	453.000
1531.620	49.5738000	436.400
1535.160	49.8398000	461.000
1538.020	50.0670000	471.700
1543.620	50.4729000	494.700
1547.160	50.7069000	467.100
1550.020	50.9130000	483.700
1556.620	51.3435000	507.900
1559.160	51.4963000	503.300
1563.320	51.7509000	519.300
1565.970	51.9381000	535.500
1567.980	52.0649000	506.500
1569.980	52.1895000	544.300
1573.030	52.3738000	540.400
1573.980	52.4344000	532.700
1575.320	52.5202000	531.000
1577.080	52.6300000	534.900
1580.980	52.8802000	513.400
1581.980	52.9526000	596.000
1583.100	53.0173000	536.400
1585.030	53.1470000	540.700
1587.320	53.2993000	553.300
1588.970	53.3889000	536.500
1590.980	53.5230000	497.200
1593.020	53.6564000	542.000
1595.100	53.7909000	533.600
1597.930	53.9500000	516.500
1597.970	53.9527000	512.900
1600.320	54.0920000	570.000
1601.080	54.1251000	536.100
1602.980	54.2536000	423.900
1605.020	54.3763000	440.700
1607.100	54.5231000	442.100
1609.030	54.6341000	431.500
1609.980	54.6908000	437.300
1611.320	54.7873000	444.300
1614.080	54.9869000	449.900
1615.980	55.1130000	459.700
1617.020	55.1901000	485.300
1619.100	55.3641000	435.700
1620.970	55.5211000	474.300
1623.310	55.6413000	543.700
1626.080	55.8219000	547.500
1628.980	56.0046000	440.700
1629.980	56.0740000	458.700
1631.100	56.1516000	445.900
1633.930	56.3396000	452.500
1633.970	56.3428000	458.900
1636.320	56.5062000	471.000
1638.080	56.6296000	468.200
1639.990	56.7721000	462.900
1641.020	56.8452000	503.300
1645.030	57.1310000	533.800
1645.930	57.1906000	534.300
1647.320	57.2845000	555.000
1650.080	57.4822000	562.100
1652.980	57.6844000	451.500
1653.980	57.7513000	559.000
1656.100	57.8666000	563.200
1658.030	57.9875000	546.000
1658.980	58.0437000	569.600
1659.320	58.0624000	577.300
1661.970	58.2148000	593.000
1664.980	58.4031000	493.700
1665.020	58.4051000	508.300
1667.100	58.5112000	543.400
1670.320	58.7037000	486.300
1673.970	58.8970000	538.700
1675.930	59.0065000	560.500
1677.020	59.0573000	576.700
1677.980	59.1033000	596.000
1681.030	59.2785000	536.000
1681.980	59.3391000	484.200
1683.320	59.4073000	484.300
1686.970	59.5958000	573.300
1688.980	59.7144000	429.100
1689.980	59.7747000	446.300
1691.100	59.8355000	442.600
1694.030	59.9899000	421.800
1694.980	60.0454000	434.000
1695.320	60.0685000	441.000
1697.970	60.2173000	445.800
1700.980	60.3964000	443.600
1702.020	60.4655000	428.000
1703.100	60.5233000	425.200
1705.030	60.6380000	430.600
1705.980	60.6927000	435.900
1707.320	60.7772000	451.300
1708.970	60.8954000	437.000
1711.980	61.0850000	473.000
1713.980	61.2381000	443.700
1715.100	61.3068000	431.200
1717.030	61.4239000	428.200
1717.980	61.4878000	424.800
1718.320	61.5105000	458.000
1721.080	61.7111000	422.100
1723.980	61.9277000	432.300
1728.030	62.2429000	421.800
1728.930	62.3094000	426.200
1728.970	62.3129000	420.800
1731.320	62.4950000	437.700
1733.080	62.6317000	440.700
1734.980	62.7903000	469.800
1736.020	62.8826000	438.000
1736.980	62.9641000	434.000
1741.030	63.3012000	424.200
1741.980	63.3893000	436.900
1743.320	63.5030000	450.700
1746.080	63.7434000	448.500
1747.980	63.9276000	438.500
1749.020	64.0226000	454.000
1750.100	64.1234000	441.800
1752.970	64.3604000	449.500
1755.320	64.5928000	478.700
1757.970	64.8132000	496.500
1758.980	64.8963000	517.100
1760.980	65.0508000	445.700
1764.100	65.2648000	429.800
1766.030	65.3991000	428.500
1766.980	65.4685000	437.700
1767.320	65.4948000	466.700
1770.980	65.7868000	464.000
1772.980	65.9402000	473.300
1777.970	66.2825000	464.700
1779.320	66.3868000	474.700
1781.970	66.5880000	458.400
1782.980	66.6519000	455.300
1786.020	66.9102000	462.700
1787.100	66.9662000	453.500
1789.980	67.1666000	454.800
1791.320	67.2671000	475.300
1793.970	67.4560000	473.800
1796.980	67.6674000	471.400
1797.020	67.6698000	476.700
1799.100	67.8040000	469.100
1800.930	67.9289000	451.700
1803.320	68.0958000	462.700
1805.080	68.2150000	455.900
1807.980	68.4372000	466.500
1809.020	68.5286000	479.700
1811.100	68.7075000	455.900
1814.980	69.0028000	460.500
1815.320	69.0294000	468.700
1818.080	69.2565000	470.700
1820.980	69.4950000	449.900
1821.020	69.4986000	482.000
1823.100	69.6766000	493.100
1826.980	69.9173000	459.500
1828.320	70.0122000	490.700
1829.080	70.0639000	470.300
1831.980	70.2843000	474.300
1833.020	70.3658000	484.700
1833.980	70.4299000	451.300
1838.980	70.8091000	449.200
1840.320	70.8837000	461.000
1841.080	70.9424000	456.100
1843.980	71.1370000	472.100
1845.020	71.2093000	488.000
1847.100	71.3626000	465.400
1847.980	71.4247000	480.900
1849.930	71.5524000	475.800
1851.320	71.6495000	503.000
1853.080	71.7721000	460.700
1856.980	72.0247000	480.100
1857.980	72.0957000	502.300
1859.100	72.1645000	497.400
1861.980	72.3680000	435.100
1863.320	72.4549000	463.300
1865.080	72.5572000	443.700
1867.980	72.7381000	429.500
1869.980	72.8689000	440.300
1874.030	73.1055000	424.600
1874.890	73.1563000	437.000
1875.320	73.1828000	446.000
1877.080	73.2936000	444.000
1880.980	73.5974000	453.000
1882.980	73.7542000	475.700
1884.100	73.8379000	466.200
1886.030	73.9813000	458.300
1886.900	74.0537000	442.100
1888.320	74.1787000	455.000
1889.080	74.2340000	446.400
1891.980	74.4463000	451.700
1892.980	74.5293000	459.300
1897.030	74.8437000	472.700
1897.900	74.9172000	463.400
1899.320	75.0261000	476.000
1901.080	75.1501000	464.400
1902.980	75.2966000	464.000
1906.020	75.4929000	477.000
1908.100	75.6115000	481.800
1909.900	75.7202000	422.500
1909.970	75.7246000	490.900
1911.320	75.8106000	509.300
1913.080	75.9243000	490.700
1916.980	76.1749000	415.900
1917.980	76.2507000	426.300
1922.030	76.5514000	419.500
1922.900	76.6126000	425.700
1923.320	76.6475000	428.700
1925.080	76.7882000	422.800
1927.930	76.9843000	428.000
1928.980	77.0598000	437.300
1930.100	77.1484000	428.200
1933.900	77.4654000	501.600
1935.320	77.5732000	457.700
1937.080	77.7150000	461.700
1940.930	78.0072000	453.300
1940.980	78.0104000	432.300
1941.020	78.0130000	437.300
1943.100	78.1666000	441.200
1945.030	78.3156000	449.100
1945.900	78.3686000	515.100
1947.320	78.4649000	478.300
1949.080	78.6034000	485.000
1950.980	78.7343000	465.500
1953.020	78.8935000	509.000
1953.980	78.9730000	456.000
1957.030	79.1967000	471.100
1957.900	79.2624000	465.000
1959.320	79.3674000	476.700
1961.080	79.5041000	474.100
1963.980	79.7211000	477.800
1965.020	79.8006000	491.300
1966.100	79.8882000	491.600
1971.320	80.2844000	512.000
1973.080	80.4198000	502.800
1975.980	80.6457000	511.700
1976.980	80.7251000	526.000
1978.100	80.8105000	551.200
1981.900	81.0673000	544.000
1983.320	81.1657000	548.000
1985.080	81.2967000	537.900
1987.980	81.5000000	547.200
1990.020	81.6361000	562.000
1990.980	81.7149000	556.300
1993.030	81.8578000	601.900
1993.900	81.9238000	565.100
1995.320	82.0272000	576.700
1996.080	82.0816000	556.100
1999.980	82.3666000	539.300
2001.020	82.4484000	611.700
2002.100	82.5358000	592.700
2006.030	82.8366000	585.400
2006.900	82.9075000	615.000
2007.320	82.9410000	626.000
